symbol,FullName,Exchange
SKHX,Leverage Shares 2X Long SK Hynix Daily ETF,Nasdaq
SKHY,SK hynix Inc. - American Depositary Shares,NASDAQ
SKHZ,Leverage Shares 1X Short SK Hynix Daily ETF,Nasdaq
SKIL,Skillsoft Corp. Class A Common Stock,NYSE
SKIN,SkinHealth Systems Inc. - Class A Common Stock,NASDAQ
SKK,SKK Holdings Limited - Class A Ordinary Shares,NASDAQ
SKM,"SK Telecom Co., Ltd. Common Stock",NYSE
SKOR,Northern Trust Credit-Scored US Corporate Bond ETF,NASDAQ
SKRE,Tuttle Capital Daily 2X Inverse Regional Banks ETF,NASDAQ
SKT,Tanger Inc. Common Stock,NYSE
SKUU,GraniteShares 2x Long SK Hynix Daily ETF,NASDAQ
SKWD,"Skyward Specialty Insurance Group, Inc. - Common Stock",NASDAQ
SKY,"Champion Homes, Inc. Common Stock",NYSE
SKYA,"SkyAI, Inc. - Common Stock",NASDAQ
SKYAW,"SkyAI, Inc. - Warrant",NASDAQ
SKYE,"Skye Bioscience, Inc. - Common Stock",NASDAQ
SKYH,Sky Harbour Group Corporation Class A Common Stock,NYSE
SKYH.W,"Sky Harbour Group Corporation Warrants, each whole warrant exercisable for one share of Class A common stock at an exercise price of $11.50 per share",NYSE
SKYQ,Sky Quarry Inc. - Common Stock,NASDAQ
SKYU,ProShares Ultra Cloud Computing,NASDAQ
SKYW,"SkyWest, Inc. - Common Stock",NASDAQ
SKYX,SKYX Platforms Corp. - Common Stock,NASDAQ
SKYY,First Trust Cloud Computing ETF,NASDAQ
SLAB,"Silicon Laboratories, Inc. - Common Stock",NASDAQ
SLB,SLB Limited Common Shares,NYSE
SLBT,SL Science Holding Limited - Ordinary Shares,NASDAQ
SLDB,Solid Biosciences Inc. - Common Stock,NASDAQ
SLDE,"Slide Insurance Holdings, Inc. - Common Stock",NASDAQ
SLDP,"Solid Power, Inc. - Class A Common Stock",NASDAQ
SLDPW,"Solid Power, Inc. - Warrant",NASDAQ
SLDR,Global X Short-Term Treasury Ladder ETF,NYSE Arca
SLE,"Super League Enterprise, Inc. - Common Stock",NASDAQ
SLF,Sun Life Financial Inc. Common Stock,NYSE
SLG,SL Green Realty Corp Common Stock,NYSE
SLG$I,SL Green Realty Corporation Preferred Series I,NYSE
SLGB,Smart Logistics Global Limited - Class A Ordinary Shares,NASDAQ
SLGL,Sol-Gel Technologies Ltd. - Ordinary Shares,NASDAQ
SLGN,Silgan Holdings Inc. Common Stock,NYSE
SLI,Standard Lithium Ltd. Common Shares,NYSE American
SLJY,Amplify SILJ Junior Silver Miners Covered Call ETF,NYSE Arca
SLM,SLM Corporation - Common Stock,NASDAQ
SLMBP,"SLM Corporation - Floating Rate Non-Cumulative Preferred Stock, Series B",NASDAQ
SLMT,Brera Holdings PLC - Class B Ordinary Shares,NASDAQ
SLN,Silence Therapeutics Plc - American Depository Share,NASDAQ
SLND,"Southland Holdings, Inc. Common Stock",NYSE American
SLND.W,"Southland Holdings, Inc. Warrants",NYSE American
SLNG,"Stabilis Solutions, Inc. - Common Stock",NASDAQ
SLNH,"Soluna Holdings, Inc. - Common Stock",NASDAQ
SLNHP,"Soluna Holdings, Inc. - 9.0% Series A Cumulative Perpetual Preferred Stock",NASDAQ
SLNZ,TCW Senior Loan ETF,NYSE
SLON,ProShares Ultra Solana ETF,NYSE Arca
SLP,"Simulations Plus, Inc. - Common Stock",NASDAQ
SLQD,iShares 0-5 Year Investment Grade Corporate Bond ETF,NASDAQ
SLQT,"SelectQuote, Inc. Common Stock",NYSE
SLRC,SLR Investment Corp. - Closed End Fund,NASDAQ
SLS,"SELLAS Life Sciences Group, Inc.  - Common Stock",NASDAQ
SLSN,"Solesence, Inc. - Common stock",NASDAQ
SLSR,Solaris Resources Inc. Common Shares,NYSE American
SLTY,YieldMax Ultra Short Option Income Strategy ETF,NYSE Arca
SLV,iShares Silver Trust,NYSE Arca
SLVM,Sylvamo Corporation Common Stock,NYSE
SLVO,"ETRACS Silver Shares Covered Call ETNs due April 21, 2033",NASDAQ
SLVP,iShares MSCI Global Silver and Metals Miners ETF,Nasdaq
SLVR,Sprott Silver Miners & Physical Silver ETF,NASDAQ
SLVX,Nicholas Silver Income ETF,NYSE Arca
SLVY,FT Vest Silver Strategy & Target Income ETF,Nasdaq
SLWS,Wisdom Short Duration Income ETF,NYSE Arca
SLX,VanEck Steel ETF,NYSE Arca
SLXN,Silexion Therapeutics Corp - Ordinary Shares,NASDAQ
SLXNW,Silexion Therapeutics Corp - Warrant,NASDAQ
SLYG,State Street SPDR S&P 600 Small Cap Growth ETF,NYSE Arca
SLYV,State Street SPDR S&P 600 Small Cap Value ETF,NYSE Arca
SM,SM Energy Company Common Stock,NYSE
SMA,"SmartStop Self Storage REIT, Inc. Common Stock",NYSE
SMAX,iShares Large Cap Max Buffer Sep ETF,Nasdaq
SMAY,FT Vest U.S. Small Cap Moderate Buffer ETF - May,Nasdaq
SMB,VanEck Short Muni ETF,Nasdaq
SMBC,"Southern Missouri Bancorp, Inc. - Common Stock",NASDAQ
SMBK,"SmartFinancial, Inc. Common Stock",NYSE
SMBS,Schwab Mortgage-Backed Securities ETF,NYSE Arca
SMC,Summit Midstream Corporation Common Stock,NYSE
SMCC,Corgi SMCI 2x Daily ETF,Nasdaq
SMCF,Themes US Small Cap Cash Flow Champions ETF,NASDAQ
SMCI,"Super Micro Computer, Inc. - Common Stock",NASDAQ
SMCIP,"Super Micro Computer, Inc. - Depositary Shares Each Representing a 1/20th Interest in a Share of 7% Series A Mandatory Convertible Preferred Stock",NASDAQ
SMCL,GraniteShares 2x Long SMCI Daily ETF,NASDAQ
SMCO,Hilton Small-MidCap Opportunity ETF,NASDAQ
SMCP,SMART Mid Cap ETF,NYSE Arca
SMCX,Defiance Daily Target 2X Long SMCI ETF,NASDAQ
SMCY,YieldMax SMCI Option Income Strategy ETF,NYSE Arca
SMCZ,Defiance Daily Target 2X Short SMCI ETF,NASDAQ
SMDD,UltraPro Short MidCap400,NYSE Arca
SMDV,ProShares Russell 2000 Dividend Growers ETF,Nasdaq
SMDX,Intech S&P Small-Mid Cap Diversified Alpha ETF,NYSE Arca
SMFG,Sumitomo Mitsui Financial Group Inc Unsponsored American Depositary Shares (Japan),NYSE
SMG,Scotts Miracle-Gro Company (The) Common Stock,NYSE
SMH,VanEck Semiconductor ETF,NASDAQ
SMHB,ETRACS Monthly Pay 2x Leveraged Small Cap High Dividend ETN Series B,NYSE Arca
SMHC,VanEck China Semiconductor ETF,NASDAQ
SMHD,MicroSectors -3x Short Semiconductor ETNs,Nasdaq
SMHI,SEACOR Marine Holdings Inc. Common Stock,NYSE
SMHU,MicroSectors 3x Long Semiconductor ETNs,Nasdaq
SMHX,VanEck Fabless Semiconductor ETF,NASDAQ
SMID,Smith-Midland Corporation - Common Stock,NASDAQ
SMIG,Bahl & Gaynor Small/Mid Cap Income Growth ETF,NYSE Arca
SMIN,Ishares MSCI India Small Cap ETF,Nasdaq
SMIZ,Zacks Small/Mid Cap ETF,NYSE Arca
SMJF,SMJ International Holdings Inc. Class A Ordinary Shares,NYSE American
SMLF,iShares U.S. Small-Cap Equity Factor ETF,NYSE Arca
SMLL,Harbor Active Small Cap ETF,NYSE Arca
SMLV,State Street SPDR US Small Cap Low Volatility Index ETF,NYSE Arca
SMMD,iShares Russell 2500 ETF,Nasdaq
SMMT,Summit Therapeutics Inc.  - Common Stock,NASDAQ
SMMU,Short Term Municipal Bond Active Exchange-Traded Fund,NYSE Arca
SMMV,iShares MSCI USA Small-Cap Min Vol Factor ETF,Nasdaq
SMN,ProShares UltraShort Materials,NYSE Arca
SMOG,VanEck Low Carbon Energy ETF,NYSE Arca
SMOM,Symmetry Panoramic Sector Momentum ETF,NASDAQ
SMOT,VanEck Morningstar SMID Moat ETF,Nasdaq
SMOX,Horizon Small/Mid Cap Core Equity ETF,NYSE Arca
SMP,"Standard Motor Products, Inc. Common Stock",NYSE
SMPL,The Simply Good Foods Company - Common Stock,NASDAQ
SMR,NuScale Power Corporation Class A Common Stock,NYSE
SMRF,"ALPS Nautilus SMR, Nuclear & Technology ETF",NYSE Arca
SMRI,Bushido Capital US Equity ETF,NASDAQ
SMRT,"SmartRent, Inc. Class A Common Stock",NYSE
SMRX,Corgi SMR 2x Daily ETF,Nasdaq
SMSI,"Smith Micro Software, Inc. - Common Stock",NASDAQ
SMST,Defiance Daily Target 2x Short MSTR ETF,NASDAQ
SMTC,Semtech Corporation - Common Stock,NASDAQ
SMTG,Leverage Shares 2X Long SMTC Daily ETF,Nasdaq
SMTH,ALPS Smith Core Plus Bond ETF,NYSE Arca
SMTI,Sanara MedTech Inc. - Common Stock,NASDAQ
SMTK,"SmartKem, Inc. - Common Stock",NASDAQ
SMU,Tradr 2X Long SMR Daily ETF,Nasdaq
SMUP,T-REX 2X Long SMR Daily Target ETF,Nasdaq
SMWB,Similarweb Ltd. Ordinary Shares,NYSE
SMX,SMX (Security Matters) Public Limited Company - Ordinary Shares,NASDAQ
SMXT,Solarmax Technology Inc. - Common Stock,NASDAQ
SMXWW,SMX (Security Matters) Public Limited Company - Warrant,NASDAQ
SMYY,GraniteShares YieldBOOST SMCI ETF,NASDAQ
SMZ,Tradr 2X Short SMR Daily ETF,Nasdaq
SN,"SharkNinja, Inc. Ordinary Shares",NYSE
SNA,Snap-On Incorporated Common Stock,NYSE
SNAG,Leverage Shares 2x Long SNAP Daily ETF,NASDAQ
SNAL,"Snail, Inc. - Class A Common Stock",NASDAQ
SNAP,Snap Inc. Class A Common Stock,NYSE
SNAV,Mohr Sector Nav ETF,Nasdaq
SND,"Smart Sand, Inc. - Common Stock",NASDAQ
SNDA,"Sonida Senior Living, Inc. Common Stock",NYSE
SNDC,Corgi SNDK 2x Daily ETF,Nasdaq
SNDG,Leverage Shares 2X Long SNDK Daily ETF,Nasdaq
SNDK,Sandisk Corporation - Common Stock When-Issued,NASDAQ
SNDL,SNDL Inc. - Common Shares,NASDAQ
SNDQ,Tradr 2X Short SNDK Daily ETF,Nasdaq
SNDR,"Schneider National, Inc. Common Stock",NYSE
SNDU,T-REX 2X Long SNDK Daily Target ETF,Nasdaq
SNDX,"Syndax Pharmaceuticals, Inc. - Common Stock",NASDAQ
SNES,"SenesTech, Inc. - Common Stock",NASDAQ
SNEX,StoneX Group Inc. - Common Stock,NASDAQ
SNFCA,Security National Financial Corporation - Class A Common Stock,NASDAQ
SNGX,"Soligenix, Inc. - Common Stock",NASDAQ
SNK,GraniteShares 2x Short SpaceX Daily ETF,Nasdaq
SNN,"Smith & Nephew SNATS, Inc. Common Stock",NYSE
SNOA,"Sonoma Pharmaceuticals, Inc. - Common Stock",NASDAQ
SNOU,T-REX 2X Long SNOW Daily Target ETF,Nasdaq
SNOV,FT Vest U.S. Small Cap Moderate Buffer ETF - November,Nasdaq
SNOW,Snowflake Inc. Common Stock,NYSE
SNOY,YieldMax SNOW Option Income Strategy ETF,NYSE Arca
SNPD,Xtrackers S&P Dividend Aristocrats Screened ETF,Nasdaq
SNPE,Xtrackers S&P 500 Scored & Screened ETF,NYSE Arca
SNPG,Xtrackers S&P 500 Growth Scored & Screened ETF,Nasdaq
SNPS,"Synopsys, Inc. - Common Stock",NASDAQ
SNSC,SunScout Holding Limited Class A Ordinary Shares,NYSE American
SNSR,Global X Internet of Things ETF,NASDAQ
SNT,Senstar Technologies Corporation - Common Shares,NASDAQ
SNTG,Sentage Holdings Inc. - Class A Ordinary Shares,NASDAQ
SNTH,MRP SynthEquity ETF,NYSE Arca
SNTI,"Senti Biosciences Holdings, Inc. - Common Stock",NASDAQ
SNTQ,MRP SynthEquity Nasdaq 100 ETF,Nasdaq
SNUS$H,"Santander Holdings USA, Inc. Depositary Shares, Each Representing a 1/1,000th Interest in a Share of Fixed-Rate Reset Non-Cumulative Perpetual Preferred Stock, Series H",NYSE
SNUS$I,"Santander Holdings USA, Inc. Depositary Shares, Each Representing a 1/40th Interest in a Share of Fixed-Rate Reset Non-Cumulative Perpetual Preferred Stock, Series I",NYSE
SNWV,"SANUWAVE Health, Inc. - Common Stock",NASDAQ
SNX,TD SYNNEX Corporation Common Stock,NYSE
SNXX,Tradr 2X Long SNDK Daily ETF,Nasdaq
SNY,Sanofi - American Depositary Shares,NASDAQ
SNYR,Synergy CHC Corp. - Common Stock,NASDAQ
SO,Southern Company (The) Common Stock,NYSE
SOAR,"Volato Group, Inc. Class A Common Stock",NYSE American
SOBO,South Bow Corporation Common Shares,NYSE
SOBR,"SOBR Safe, Inc. - Common Stock",NASDAQ
SOC,Sable Offshore Corp. Common Stock,NYSE
SOCA,Solarius Capital Acquisition Corp. - Class A Ordinary Share,NASDAQ
SOCAU,Solarius Capital Acquisition Corp. - Units,NASDAQ
SOCAW,Solarius Capital Acquisition Corp. - Warrant,NASDAQ
SOCL,Global X Social Media ETF,NASDAQ
SOEZ,Franklin Solana ETF,NYSE Arca
SOFA,Direxion Daily SOFI Bull 2X ETF,NASDAQ
SOFC,Corgi SOFI 2x Daily ETF,Nasdaq
SOFI,"SoFi Technologies, Inc.  - Common Stock",NASDAQ
SOFR,Amplify Samsung SOFR ETF,NYSE Arca
SOFX,Defiance Daily Target 2X Long SOFI ETF,NASDAQ
SOGP,Sound Group Inc. - American Depositary Shares,NASDAQ
SOHU,Sohu.com Limited  - American Depositary Shares,NASDAQ
SOJC,"Southern Company (The) Series 2017B 5.25% Junior Subordinated Notes due December 1, 2077",NYSE
SOJD,"Southern Company (The) Series 2020A 4.95% Junior Subordinated Notes due January 30, 2080",NYSE
SOJE,"Southern Company (The) Series 2020C 4.20% Junior Subordinated Notes due October 15, 2060",NYSE
SOJF,"Southern Company (The) Series 2025A 6.50% Junior Subordinated Notes due March 15, 2085",NYSE
SOLC,Canary Marinade Solana ETF,NASDAQ
SOLM,Amplify Solana 3% Monthly Option Income ETF,Nasdaq
SOLS,Solstice Advanced Materials Inc. - Common Stock,NASDAQ
SOLT,2x Solana ETF,NASDAQ
SOLV,Solventum Corporation Common Stock,NYSE
SOLZ,Solana ETF,NASDAQ
SOMN,Southern Company (The) 2025 Series A Corporate Units,NYSE
SON,Sonoco Products Company Common Stock,NYSE
SONM,"DNA X, Inc. - Common Stock",NASDAQ
SONO,"Sonos, Inc. - Common Stock",NASDAQ
SONY,Sony Group Corporation American Depositary Shares,NYSE
SOPH,SOPHiA GENETICS SA - Ordinary Shares,NASDAQ
SOR,"Source Capital, Inc. Cmn Shs of BI",NYSE
SORA,AsiaStrategy - Ordinary Shares,NASDAQ
SORN,Soren Acquisition Corp. - Class A Ordinary Shares,NASDAQ
SORNU,Soren Acquisition Corp. - Unit,NASDAQ
SORNW,Soren Acquisition Corp. - Warrant,NASDAQ
SOS,SOS Limited Class A Ordinary Shares,NYSE
SOTK,Sono-Tek Corporation - Common Stock,NASDAQ
SOUL,Soulpower Acquisition Corporation Class A Ordinary Shares,NYSE
SOUL.R,"Soulpower Acquisition Corporation Rights, each right entitling the holder to receive one-tenth (1/10) of one Class A Ordinary Share",NYSE
SOUL.U,"Soulpower Acquisition Corporation Units, each consisting of one Class A ordinary share and one right",NYSE
SOUN,"SoundHound AI, Inc. - Class A Common Stock",NASDAQ
SOUNW,"SoundHound AI, Inc. - Warrant",NASDAQ
SOUX,Defiance Daily Target 2X Long SOUN ETF,NASDAQ
SOVF,Sovereign's Capital Flourish Fund,NYSE Arca
SOWG,Sow Good Inc. - Common Stock,NASDAQ
SOXL,Direxion Daily Semiconductor Bull 3X ETF,NYSE Arca
SOXQ,Invesco PHLX Semiconductor ETF,NASDAQ
SOXS,Direxion Daily Semiconductor Bear 3X ETF,NYSE Arca
SOXX,iShares PHLX SOX Semiconductor Sector Index Fund,NASDAQ
SOXY,YieldMax Target 12 Semiconductor Option Income ETF,NYSE Arca
SOYB,Teucrium Soybean Fund ETV,NYSE Arca
SPAB,State Street SPDR Portfolio Aggregate Bond ETF,NYSE Arca
SPAI,Safe Pro Group Inc. - Common Stock,NASDAQ
SPAL,GraniteShares 2x Long SpaceX Daily ETF,Nasdaq
SPAM,Themes Cybersecurity ETF,NASDAQ
SPAQ,Horizon Kinetics SPAC Active ETF,NASDAQ
SPAX,T-REX 2X Long SPCX Daily Target ETF,NYSE Arca
SPB,"Spectrum Brands Holdings, Inc. Common Stock",NYSE
SPBC,Simplify US Equity PLUS Bitcoin Strategy ETF,NASDAQ
SPBO,State Street SPDR Portfolio Corporate Bond ETF,NYSE Arca
SPBU,AllianzIM Buffer15 Uncapped Allocation ETF,Nasdaq
SPBW,AllianzIM Buffer20 Allocation ETF,Nasdaq
SPBX,AllianzIM 6 Month Buffer10 Allocation ETF,Nasdaq
SPCB,"SuperCom, Ltd. - Ordinary Shares",NASDAQ
SPCE,"Virgin Galactic Holdings, Inc. Common Stock",NYSE
SPCF,ProShares Ultra SpaceX,NYSE Arca
SPCG,Tradr 2X Short SpaceX Daily ETF,Nasdaq
SPCH,Leverage Shares 2X Long SPCX Daily ETF,Nasdaq
SPCI,Tuttle Capital Space Industry Income Blast ETF,Nasdaq
SPCK,SPAC and New Issue ETF,NASDAQ
SPCL,Defiance Pure Space Daily 2X Strategy ETF,Nasdaq
SPCM,Tradr 2X Long SpaceX Daily ETF,Nasdaq
SPCQ,Defiance Daily Target 2X Short SPCX ETF,Nasdaq
SPCT,Liberty One Spectrum ETF,NASDAQ
SPCU,Defiance Daily Target 2X Long SPCX ETF,Nasdaq
SPCX,Space Exploration Technologies Corp. - Class A Common Stock,NASDAQ
SPD,Simplify US Equity PLUS Downside Convexity ETF,NYSE Arca
SPDF,Defender Risk Adaptive 500 ETF,Nasdaq
SPDG,State Street SPDR Portfolio S&P Sector Neutral Dividend ETF,NYSE Arca
SPDN,Direxion Daily S&P 500 Bear 1X ETF,NYSE Arca
SPDV,AAM S&P 500 High Dividend Value ETF,NYSE Arca
SPDW,State Street SPDR Portfolio Developed World ex-US ETF,NYSE Arca
SPE,"Special Opportunities Fund, Inc Common Stock",NYSE
SPE$C,"Special Opportunities Fund Inc. 2.75% Convertible Preferred Stock, Series C",NYSE
SPEG,Silver Pegasus Acquisition Corp - Class A Ordinary Shares,NASDAQ
SPEGR,Silver Pegasus Acquisition Corp - Rights,NASDAQ
SPEGU,Silver Pegasus Acquisition Corp - Unit,NASDAQ
SPEM,State Street SPDR Portfolio Emerging Markets ETF,NYSE Arca
SPEU,State Street SPDR Portfolio Europe ETF,NYSE Arca
SPFF,Global X SuperIncome Preferred ETF,NYSE Arca
SPFI,"South Plains Financial, Inc. - Common Stock",NASDAQ
SPG,"Simon Property Group, Inc. Common Stock",NYSE
SPG$J,"Simon Property Group, Inc. Simon Property Group 8 3/8% Series J Cumulative Redeemable Preferred Stock",NYSE
SPGI,S&P Global Inc. Common Stock,NYSE
SPGM,State Street SPDR Portfolio MSCI Global Stock Market ETF,NYSE Arca
SPGP,Invesco S&P 500 GARP ETF,NYSE Arca
SPH,"Suburban Propane Partners, L.P. Common Stock",NYSE
SPHB,Invesco S&P 500 High Beta ETF,NYSE Arca
SPHD,Invesco S&P 500 High Dividend Low Volatility ETF,NYSE Arca
SPHL,Springview Holdings Ltd - Ordinary shares,NASDAQ
SPHQ,Invesco S&P 500 Quality ETF,NYSE Arca
SPHR,Sphere Entertainment Co. Class A Common Stock,NYSE
SPHY,State Street SPDR Portfolio High Yield Bond ETF,NYSE Arca
SPIB,State Street SPDR Portfolio Intermediate Term Corporate Bond ETF,NYSE Arca
SPIN,State Street US Equity Premium Income ETF,Nasdaq
SPIP,State Street SPDR Portfolio TIPS ETF,NYSE Arca
SPIR,"Spire Global, Inc. Class A Common Stock",NYSE
SPIT,F/m Emerald Special Situations ETF,NASDAQ
SPKL,Spark I Acquisition Corp. - Class A Ordinary Share,NASDAQ
SPKLU,Spark I Acquisition Corp. - Unit,NASDAQ
SPKLW,Spark I Acquisition Corp. - Warrant,NASDAQ
SPLB,State Street SPDR Portfolio Long Term Corporate Bond ETF,NYSE Arca
SPLS,PIMCO US Stocks PLUS Active Bond Exchange-Traded Fund,Nasdaq
SPLV,Invesco S&P 500 Low Volatility ETF,NYSE Arca
SPMA,"Sound Point Meridian Capital, Inc. 8.00% Series A Preferred Shares Due 2029",NYSE
SPMB,State Street SPDR Portfolio Mortgage Backed Bond ETF,NYSE Arca
SPMC,"Sound Point Meridian Capital, Inc. Common Stock",NYSE
SPMD,State Street SPDR Portfolio S&P 400 Mid Cap ETF,NYSE Arca
SPME,"Sound Point Meridian Capital, Inc. 7.875% Series B Preferred Shares due 2030",NYSE
SPMO,Invesco S&P 500 Momentum ETF,NYSE Arca
SPNT,SiriusPoint Ltd. Common Shares,NYSE
SPOG,Leverage Shares 2X Long SPOT Daily ETF,NASDAQ
SPOK,"Spok Holdings, Inc. - Common Stock",NASDAQ
SPOT,Spotify Technology S.A. Ordinary Shares,NYSE
SPPL,SIMPPLE LTD. - Ordinary Shares,NASDAQ
SPPP,Sprott Physical Platinum and Palladium Trust,NYSE Arca
SPRB,"Spruce Biosciences, Inc. - Common Stock",NASDAQ
SPRC,SciSparc Ltd. - Ordinary Shares,NASDAQ
SPRE,SP Funds S&P Global REIT Sharia ETF,NYSE Arca
SPRO,"Spero Therapeutics, Inc. - Common Stock",NASDAQ
SPRU,Spruce Power Holding Corporation Class A Common Stock,NYSE
SPRX,Spear Alpha ETF,NASDAQ
SPRY,"ARS Pharmaceuticals, Inc. - Common Stock",NASDAQ
SPSB,State Street SPDR Portfolio Short Term Corporate Bond ETF,NYSE Arca
SPSC,"SPS Commerce, Inc. - Common Stock",NASDAQ
SPSK,SP Funds Dow Jones Global Sukuk ETF,NYSE Arca
SPSM,State Street SPDR Portfolio S&P 600 Small Cap ETF,NYSE Arca
SPT,"Sprout Social, Inc - Class A Common Stock",NASDAQ
SPTB,State Street SPDR Portfolio Treasury ETF,NYSE Arca
SPTE,SP Funds S&P Global Technology ETF,NYSE Arca
SPTI,State Street SPDR Portfolio Intermediate Term Treasury ETF,NYSE Arca
SPTL,State Street SPDR Portfolio Long Term Treasury ETF,NYSE Arca
SPTM,State Street SPDR Portfolio S&P 1500 Composite Stock Market ETF,NYSE Arca
SPTS,State Street SPDR Portfolio Short Term Treasury ETF,NYSE Arca
SPTU,State Street SPDR Portfolio Ultra Short T-Bill ETF,NYSE Arca
SPTX,"Seaport Therapeutics, Inc. - Common Stock",NASDAQ
SPUC,Simplify US Equity Income ETF,NYSE Arca
SPUS,SP Funds S&P 500 Sharia Industry Exclusions ETF,NYSE Arca
SPUT,Innovator Equity Premium Income - Daily PutWrite ETF,NYSE Arca
SPUU,Direxion Daily S&P 500 Bull 2X ETF,NYSE Arca
SPVM,Invesco S&P 500 Value with Momentum ETF,NYSE Arca
SPWH,"Sportsman's Warehouse Holdings, Inc. - Common Stock",NASDAQ
SPWO,SP Funds S&P World (ex-US) ETF,NYSE Arca
SPWR,SunPower Inc. - Common Stock,NASDAQ
SPWRW,SunPower Inc. - Warrant,NASDAQ
SPXC,"SPX Technologies, Inc. Common Stock",NYSE
SPXD,Xtrackers S&P 500 Diversified Sector Weight ETF,NASDAQ
SPXE,ProShares S&P 500 Ex-Energy ETF,NYSE Arca
SPXL,Direxion Daily S&P 500 Bull 3X ETF,NYSE Arca
SPXN,ProShares S&P 500 Ex-Financials ETF,NYSE Arca
SPXS,Direxion Daily S&P 500 Bear 3X ETF,NYSE Arca
SPXT,ProShares S&P 500 Ex-Technology ETF,NYSE Arca
SPXU,ProShares UltraPro Short S&P500,NYSE Arca
SPXV,ProShares S&P 500 Ex-Health Care ETF,NYSE Arca
SPXX,Nuveen S&P 500 Dynamic Overwrite Fund,NYSE
SPY,State Street SPDR S&P 500 ETF Trust,NYSE Arca
SPYA,Twin Oak Endure ETF,Nasdaq
SPYC,Simplify US Equity PLUS Convexity ETF,NYSE Arca
SPYD,State Street SPDR Portfolio S&P 500 High Dividend ETF,NYSE Arca
SPYG,State Street SPDR Portfolio S&P 500 Growth ETF,NYSE Arca
SPYH,NEOS S&P 500 Hedged Equity Income ETF,Nasdaq
SPYI,NEOS S&P 500 High Income ETF,Nasdaq
SPYM,State Street SPDR Portfolio S&P 500 ETF,NYSE Arca
SPYQ,Tradr 2X Long SPY Quarterly ETF,NASDAQ
SPYT,Defiance S&P 500 Target Income ETF,NYSE Arca
SPYU,"MAX S&P 500 4X Leveraged ETNs due October 30, 2043",NYSE Arca
SPYV,State Street SPDR Portfolio S&P 500 Value ETF,NYSE Arca
SPYX,State Street SPDR S&P 500 Fossil Fuel Reserves Free ETF,NYSE Arca
SQBA,FT Vest U.S. Equity Quarterly 15 Buffer ETF,Nasdaq
SQFT,"Presidio Property Trust, Inc. - Class A Common Stock",NASDAQ
SQFTP,"Presidio Property Trust, Inc. - 9.375% Series D Cumulative Redeemable Perpetual Preferred Stock, $0.01 par value per share",NASDAQ
SQFTW,"Presidio Property Trust, Inc. - Series A Common Stock Purchase Warrants",NASDAQ
SQLT,iShares MSCI USA Small-Cap Quality Factor ETF,Nasdaq
SQLV,Royce Quant Small-Cap Quality Value ETF,NASDAQ
SQM,Sociedad Quimica y Minera S.A. Common Stock,NYSE
SQMX,FT Vest U.S. Equity Quarterly Max Buffer ETF,Nasdaq
SQNS,Sequans Communications S.A. American Depositary Shares (each representing one hundred (100) Ordinary Shares),NYSE
SQQQ,ProShares UltraPro Short QQQ,NASDAQ
SQS,Sapient Quality Select ETF,NASDAQ
SR,Spire Inc. Common Stock,NYSE
SRAD,Sportradar Group AG - Class A Ordinary Shares,NASDAQ
SRBK,"SR Bancorp, Inc. - Common stock",NASDAQ
SRCE,1st Source Corporation - Common Stock,NASDAQ
SRE,DBA Sempra Common Stock,NYSE
SREA,DBA Sempra 5.750% Junior Subordinated Notes due 2079,NYSE
SRET,Global X SuperDividend REIT ETF,NASDAQ
